ticket_id,customer_id,order_id,created_ts,category,priority,channel,sentiment,status,resolution_minutes,summary
T000636,C00270,O0000994,2026-01-23T04:24:00,物流,P3,app,neutral,resolved,2579,客户反馈物流状态长时间未更新，请协助核查。
T000637,C00205,O0001161,2026-01-20T06:41:00,产品故障,P3,chat,neutral,closed,2523,设备在使用中出现间歇性故障，需要排查和售后建议。
T000638,C00055,,2026-06-16T02:56:00,物流,P3,phone,neutral,resolved,2759,客户反馈物流状态长时间未更新，请协助核查。
T000639,C00299,O0000935,2026-02-12T10:58:00,安装配置,P4,email,negative,resolved,996,客户需要产品安装与网络配置指导。
T000640,C00285,O0000109,2026-01-06T18:45:00,物流,P2,chat,neutral,closed,2727,客户反馈物流状态长时间未更新，请协助核查。
T000641,C00153,O0001759,2026-01-28T18:05:00,发票,P2,phone,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000642,C00110,,2026-04-21T16:41:00,产品故障,P3,email,negative,resolved,2178,设备在使用中出现间歇性故障，需要排查和售后建议。
T000643,C00090,O0000617,2026-05-30T03:18:00,安装配置,P1,phone,negative,resolved,2818,客户需要产品安装与网络配置指导。
T000644,C00087,O0000284,2026-03-06T09:39:00,安装配置,P3,email,neutral,closed,876,客户需要产品安装与网络配置指导。
T000645,C00102,O0002236,2026-01-12T18:54:00,物流,P3,phone,negative,resolved,801,客户反馈物流状态长时间未更新，请协助核查。
T000646,C00200,O0000325,2026-05-11T02:14:00,产品故障,P3,chat,negative,closed,2467,设备在使用中出现间歇性故障，需要排查和售后建议。
T000647,C00040,O0001678,2026-03-21T12:52:00,发票,P4,chat,neutral,resolved,2322,客户申请变更发票信息并重新开具。
T000648,C00151,O0001944,2026-03-22T03:32:00,安装配置,P3,email,neutral,resolved,266,客户需要产品安装与网络配置指导。
T000649,C00109,O0002190,2026-08-01T07:43:00,产品故障,P2,app,positive,closed,960,设备在使用中出现间歇性故障，需要排查和售后建议。
T000650,C00082,O0001113,2026-04-11T02:45:00,物流,P4,app,negative,closed,2377,客户反馈物流状态长时间未更新，请协助核查。
T000651,C00253,O0000122,2026-03-05T02:33:00,账号,P3,email,neutral,resolved,3102,客户无法访问订阅服务，需要确认账号状态。
T000652,C00227,O0001433,2026-02-10T14:10:00,退款,P4,email,negative,closed,2737,客户询问退款进度，希望确认预计到账时间。
T000653,C00096,O0002327,2026-01-28T08:07:00,产品故障,P2,app,neutral,closed,3342,设备在使用中出现间歇性故障，需要排查和售后建议。
T000654,C00152,O0002337,2026-04-02T08:08:00,产品故障,P1,phone,negative,resolved,123,设备在使用中出现间歇性故障，需要排查和售后建议。
T000655,C00293,,2026-01-21T19:29:00,发票,P4,phone,neutral,resolved,775,客户申请变更发票信息并重新开具。
T000656,C00273,O0001859,2026-04-26T16:06:00,退款,P2,chat,negative,resolved,2060,客户询问退款进度，希望确认预计到账时间。
T000657,C00266,O0000718,2026-05-24T20:58:00,安装配置,P3,app,positive,resolved,2479,客户需要产品安装与网络配置指导。
T000658,C00229,O0001343,2026-03-07T08:39:00,物流,P1,chat,neutral,closed,2334,客户反馈物流状态长时间未更新，请协助核查。
T000659,C00173,O0001874,2026-08-08T16:02:00,产品故障,P3,phone,neutral,closed,2985,设备在使用中出现间歇性故障，需要排查和售后建议。
T000660,C00219,O0000611,2026-01-11T00:14:00,产品故障,P2,phone,neutral,resolved,3137,设备在使用中出现间歇性故障，需要排查和售后建议。
T000661,C00048,O0001788,2026-04-11T03:21:00,退款,P3,phone,negative,closed,2135,客户询问退款进度，希望确认预计到账时间。
T000662,C00128,O0000323,2026-01-10T00:38:00,物流,P2,phone,neutral,resolved,1571,客户反馈物流状态长时间未更新，请协助核查。
T000663,C00084,O0001606,2026-07-15T12:24:00,发票,P2,chat,neutral,resolved,3236,客户申请变更发票信息并重新开具。
T000664,C00012,O0000128,2026-05-09T15:37:00,退款,P3,chat,negative,resolved,436,客户询问退款进度，希望确认预计到账时间。
T000665,C00260,O0001686,2026-01-14T17:59:00,退款,P4,phone,negative,resolved,114,客户询问退款进度，希望确认预计到账时间。
T000666,C00159,O0001288,2026-03-23T01:51:00,退款,P3,phone,neutral,resolved,966,客户询问退款进度，希望确认预计到账时间。
T000667,C00109,O0000237,2026-08-12T20:07:00,安装配置,P3,phone,negative,closed,1396,客户需要产品安装与网络配置指导。
T000668,C00167,O0001630,2026-07-16T21:22:00,产品故障,P3,chat,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000669,C00028,O0002048,2026-07-11T03:29:00,退款,P4,chat,neutral,resolved,1740,客户询问退款进度，希望确认预计到账时间。
T000670,C00198,O0001698,2026-02-12T14:55:00,退款,P2,app,neutral,resolved,2053,客户询问退款进度，希望确认预计到账时间。
T000671,C00076,O0001072,2026-03-28T13:51:00,物流,P4,chat,neutral,resolved,1549,客户反馈物流状态长时间未更新，请协助核查。
T000672,C00225,O0000750,2026-07-18T01:47:00,产品故障,P4,phone,neutral,closed,2118,设备在使用中出现间歇性故障，需要排查和售后建议。
T000673,C00153,,2026-04-01T07:10:00,退款,P3,email,neutral,resolved,1443,客户询问退款进度，希望确认预计到账时间。
T000674,C00125,O0002387,2026-01-22T16:27:00,退款,P4,app,negative,closed,3563,客户询问退款进度，希望确认预计到账时间。
T000675,C00119,O0001043,2026-08-08T17:52:00,退款,P2,chat,negative,closed,546,客户询问退款进度，希望确认预计到账时间。
T000676,C00054,O0002362,2026-04-12T04:57:00,退款,P3,app,neutral,resolved,2930,客户询问退款进度，希望确认预计到账时间。
T000677,C00021,O0002041,2026-08-07T01:04:00,退款,P3,chat,negative,resolved,2455,客户询问退款进度，希望确认预计到账时间。
T000678,C00114,O0002032,2026-05-01T18:32:00,物流,P2,chat,positive,resolved,461,客户反馈物流状态长时间未更新，请协助核查。
T000679,C00216,O0002156,2026-01-25T04:19:00,产品故障,P4,phone,neutral,resolved,2749,设备在使用中出现间歇性故障，需要排查和售后建议。
T000680,C00056,O0001279,2026-04-04T13:09:00,账号,P4,app,positive,resolved,2293,客户无法访问订阅服务，需要确认账号状态。
T000681,C00250,O0001942,2026-01-14T09:13:00,物流,P2,app,negative,resolved,993,客户反馈物流状态长时间未更新，请协助核查。
T000682,C00191,O0000201,2026-08-13T11:56:00,安装配置,P3,app,negative,closed,379,客户需要产品安装与网络配置指导。
T000683,C00062,O0000780,2026-06-17T17:45:00,退款,P2,app,neutral,resolved,3072,客户询问退款进度，希望确认预计到账时间。
T000684,C00103,,2026-07-17T18:43:00,退款,P2,phone,negative,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000685,C00160,O0000015,2026-06-29T13:34:00,物流,P2,app,neutral,closed,555,客户反馈物流状态长时间未更新，请协助核查。
T000686,C00111,O0002281,2026-03-26T00:36:00,安装配置,P1,email,positive,resolved,317,客户需要产品安装与网络配置指导。
T000687,C00050,O0002273,2026-05-13T18:20:00,产品故障,P2,chat,neutral,closed,1255,设备在使用中出现间歇性故障，需要排查和售后建议。
T000688,C00073,O0000971,2026-01-04T07:22:00,退款,P4,phone,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000689,C00068,O0001423,2026-04-05T17:58:00,产品故障,P3,phone,neutral,closed,3312,设备在使用中出现间歇性故障，需要排查和售后建议。
T000690,C00237,O0000973,2026-03-02T00:15:00,账号,P3,phone,neutral,closed,700,客户无法访问订阅服务，需要确认账号状态。
T000691,C00196,O0002322,2026-05-23T16:13:00,安装配置,P2,email,neutral,waiting_customer,,客户需要产品安装与网络配置指导。
T000692,C00231,O0000802,2026-06-06T04:16:00,产品故障,P3,phone,neutral,closed,277,设备在使用中出现间歇性故障，需要排查和售后建议。
T000693,C00014,O0001943,2026-03-18T17:05:00,发票,P3,email,neutral,open,,客户申请变更发票信息并重新开具。
T000694,C00012,O0001315,2026-08-08T10:01:00,安装配置,P2,chat,neutral,closed,1511,客户需要产品安装与网络配置指导。
T000695,C00163,O0001171,2026-03-23T09:49:00,物流,P3,phone,neutral,resolved,42,客户反馈物流状态长时间未更新，请协助核查。
T000696,C00141,O0001208,2026-04-24T00:32:00,退款,P3,chat,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000697,C00057,O0000257,2026-03-16T15:05:00,发票,P1,email,negative,open,,客户申请变更发票信息并重新开具。
T000698,C00286,O0001734,2026-02-23T00:53:00,退款,P2,phone,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000699,C00104,O0000901,2026-01-15T03:43:00,发票,P2,phone,negative,resolved,3596,客户申请变更发票信息并重新开具。
T000700,C00126,,2026-02-25T05:34:00,产品故障,P3,phone,neutral,resolved,3202,设备在使用中出现间歇性故障，需要排查和售后建议。
